match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,set_id,game_id,critical_points_p1,faults_p1,points_diff,p1_ave_distance_run,p2_ave_distance_run,distance_diff_p1_p2,distance_diff_p2_p1,p1_distance_last_n,p2_distance_last_n,fatigue_p1,next_point_winner,momentum_km,momentum_km_idx,momentum_km_sig,next_point_p1_win_rate,momentum_km_np,p1_cur_win_rate_as_server,p1_cur_win_rate_as_receiver,momentum_rf,momentum_normalized,momentum_normalized_average
24,Hubert Hurkacz,Novak Djokovic,00:00:00,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,15.447,1,0.1306091915216624,4,0,0,86,884,1.4808787689534126,-0.0991026590740068,0.9999417087343389,-0.2469684295814329,0.1159466576678326,-2.3885,2.3885,0.671193559248494,0.9517333423550298,-0.2163012597891363,1,0.45683623030255543,2,0.45683623030255543,0.24,0.05090163934426232,1.0,0.0,0.76,0.6122633742033924,0.6122633742033924
24,Hubert Hurkacz,Novak Djokovic,00:00:15,1,1,2,0,0,0,0,1,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.911,1,1.52677467701757,3,0,0,87,885,0.9319597366955948,-0.099089272435044,0.9974009322376768,-0.9968464601006798,-0.9522763710701267,-0.1795,0.1795,0.7846919800630333,1.0842024976445808,-0.8005915675159821,2,1.0452755772403621,2,1.0452755772403621,0.8400000000000001,0.06810126582278378,1.0,0.0,0.15999999999999992,0.7398666488709792,0.6760650115371858
24,Hubert Hurkacz,Novak Djokovic,00:00:29,1,1,3,0,0,0,0,2,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.678,23.801,6,1.6089020585173293,3,0,0,87,885,1.6371447960623242,-0.0501282389327926,0.9746672967731284,0.2724173421006072,0.7298662491700968,-0.8747142857142856,0.8747142857142856,0.2432452780917582,0.4428709044656502,-0.5477876386251019,1,0.6396340333218575,2,0.6396340333218575,0.21999999999999997,0.030901639344262388,0.6666666666666666,0.0,0.44666666666666666,0.6546707286540886,0.6689335839094867
24,Hubert Hurkacz,Novak Djokovic,00:00:57,1,1,4,0,0,0,0,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.1982651510185327,0,0,0,87,885,0.5788453017848493,-0.0011738024812927,0.9046505351008906,-1.0377569832126212,-1.019224030617477,0.0,0.0,-0.0457842697994502,0.6184915471989195,-0.7174366504612524,1,0.9312892066714014,0,0.9312892066714014,0.21999999999999997,0.030901639344262388,0.75,0.0,0.53,0.71733676436479,0.6810343790233125
24,Hubert Hurkacz,Novak Djokovic,00:01:13,1,1,5,0,0,0,0,3,1,1,2,1,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.48,39.243,7,-1.1013015309747265,1,1,0,87,885,0.2652421837666598,-0.0011736447027737,0.8581489350995123,1.1471021134178785,1.8646694969529516,-1.2203750000000002,1.2203750000000002,-1.1854715334100143,-0.8190145451299277,-0.5421254619777799,2,0.7364784618768704,0,0.7364784618768704,0.81,0.0981012658227851,0.8,0.0,-0.010000000000000009,0.6762253133286634,0.6800725658843827
24,Hubert Hurkacz,Novak Djokovic,00:02:31,1,2,6,0,0,1,0,0,0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0.556,1,1.0340103880190143,3,1,0,87,885,0.7355031001960204,-0.0011734869454629,0.8249137318359602,-0.9360735815648246,-0.9783646467444508,0.408,-0.408,-0.3448152520976041,0.2992296517420407,-0.8605511496240326,2,1.1809057209842422,0,-1.1809057209842422,0.8,0.09785714285714331,0.0,0.0,-0.8,0.2348893842738096,0.6058753689492872
24,Hubert Hurkacz,Novak Djokovic,00:02:53,1,2,7,0,0,1,0,0,1,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.986,29.908,9,0.8697556250194959,2,1,1,87,886,0.578653093778718,-0.0011733292093573,0.8249137318359602,1.4810564922990528,1.1786580788689631,0.4077999999999995,-0.4077999999999995,-0.6215811363707715,-0.1408859643705662,-0.508020114533907,2,0.8684495455884575,0,-0.8684495455884575,0.78,0.07785714285714286,0.0,0.0,-0.78,0.2955770216965368,0.5615470336274657
24,Hubert Hurkacz,Novak Djokovic,00:03:28,1,2,8,0,0,1,0,0,2,2,1,2,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,1.393,1,0.0484818100219032,4,0,0,87,886,0.1474882241548336,-0.0011731714944544,0.759510916949111,-0.9472646848074028,-0.9168551066334388,-0.0859999999999999,0.0859999999999999,0.3736211194680188,0.71614395440032,-0.2230338382849211,2,0.6695461626080073,0,-0.6695461626080073,0.77,0.06785714285714312,0.0,0.0,-0.77,0.33859847002890736,0.5336784631776459
24,Hubert Hurkacz,Novak Djokovic,00:03:50,1,2,9,0,0,1,0,0,3,2,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.213,10.1,1,0.8697556250194959,4,1,0,87,886,-1.0673833582089851,-0.001173013800751,0.6570104626734988,0.0156148736533654,-0.2769942156578325,2.0565,-2.0565,-0.1162408032555251,0.0538572895792001,-0.1850016680762777,2,0.5956870017228125,1,-0.5956870017228125,0.9099999999999999,0.001898734177204981,0.0,0.0,-0.9099999999999999,0.3553310585563254,0.5138620848863881
24,Hubert Hurkacz,Novak Djokovic,00:04:16,1,3,10,0,0,1,1,0,0,1,1,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.415,7.467,2,0.6233734805202181,2,1,0,87,886,-0.6753817430654719,-0.0011728561282443,0.5124973964842103,-0.7105469115835964,-0.4704883842507774,-1.0173333333333332,1.0173333333333332,0.3068258253930578,0.3523710040871127,0.3566951727487618,1,0.6352175199304843,1,0.6352175199304843,0.55,0.15214285714285725,0.6666666666666666,0.0,0.11666666666666659,0.6536715758050414,0.5278430339782535
