match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,set_id,game_id,critical_points_p1,faults_p1,points_diff,p1_ave_distance_run,p2_ave_distance_run,distance_diff_p1_p2,distance_diff_p2_p1,p1_distance_last_n,p2_distance_last_n,fatigue_p1,next_point_winner,momentum_km,momentum_km_idx,momentum_km_sig,next_point_p1_win_rate,momentum_km_np,p1_cur_win_rate_as_server,p1_cur_win_rate_as_receiver,momentum_rf,momentum_normalized,momentum_normalized_average
16,Stan Wawrinka,Novak Djokovic,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.118,5.543,1,0.9518830065192552,3,0,0,56,583,-1.6785823928371717,-0.0064415467172595,0.0001062085212982,-0.5102187522147957,-0.6118794895955652,0.7875000000000001,-0.7875000000000001,-1.1876444640996189,-1.2020874415395373,0.0849103073418209,1,0.4384761761126742,0,-0.4384761761126742,0.24,0.02245901639344257,0.0,0.0,-0.24,0.3921041258211584,0.3921041258211584
16,Stan Wawrinka,Novak Djokovic,00:00:35,1,1,2,0,0,0,0,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.934,4.335,1,0.5412460990204588,3,1,1,57,584,-0.8882507511785483,-0.0064406744975437,0.003872403440671,-0.5238555932521095,-0.7006531149887582,1.2995,-1.2995,-1.1892518374864496,-1.2486082917014636,0.279522956921662,1,0.743136619128804,2,-0.743136619128804,0.1200000000000001,0.09754098360655732,0.0,0.0,-0.1200000000000001,0.32231863265519567,0.35721137923817703
16,Stan Wawrinka,Novak Djokovic,00:00:56,1,1,3,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.848,11.198,2,-0.1979003344773746,4,0,1,57,584,-0.5138689466210408,-0.0064398023959522,0.0307688593571479,-0.0114364686217406,-0.1963042813186552,0.8833333333333337,-0.8833333333333337,-1.2754844430725287,-1.3363890572547803,0.4908366791811532,2,0.5285701749298841,2,-0.5285701749298841,0.9199999999999999,0.04844155844155893,0.0,0.3333333333333333,-0.5866666666666667,0.37085043372512366,0.36175773073382594
16,Stan Wawrinka,Novak Djokovic,00:01:24,1,1,4,0,0,0,0,1,2,2,1,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.017,8.471,3,0.6233734805202181,1,1,1,57,584,-0.2227056408856766,-0.0064389304124704,0.1043312231190013,-0.2212511261034552,-0.3967063313577592,0.6364999999999998,-0.6364999999999998,-0.9624633590741822,-1.1646697818794365,0.5952437310074299,2,0.5310741343083033,2,-0.5310741343083033,0.97,0.09844155844155912,0.0,0.25,-0.72,0.3702663981212406,0.3638848975806796
16,Stan Wawrinka,Novak Djokovic,00:01:48,1,1,5,0,0,0,0,1,3,2,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868,3.419,1,-0.033645571477856,4,0,1,57,584,-0.7216925326895577,-0.006438058547081,0.1480471980316894,-0.7510868683630021,-0.7679682150385635,0.2244999999999999,-0.2244999999999999,-0.8947750797843151,-1.1547094727914,0.5753735960647923,2,0.679161486678888,2,-0.679161486678888,0.8300000000000001,0.041558441558441454,0.0,0.2,-0.6300000000000001,0.33644847576842285,0.3583976132182282
16,Stan Wawrinka,Novak Djokovic,00:02:35,1,2,6,0,0,0,1,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.314,64.077,16,0.9518830065192552,3,1,0,57,584,-0.3473455427988339,-0.0064371867997693,0.1750862681640398,3.3581973063919053,3.689672984547783,-0.280176470588235,0.280176470588235,-0.809018732979519,-1.0732240954747352,0.4602455812456482,2,0.6037667056083273,2,0.6037667056083273,0.9199999999999999,0.04844155844155893,0.0,0.0,-0.9199999999999999,0.6465175955474993,0.40641761027310674
16,Stan Wawrinka,Novak Djokovic,00:03:18,1,2,7,0,0,0,1,0,1,1,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.501,15.536,4,-1.5940658199732822,2,1,1,57,585,-0.1809655267946034,0.2893907704928478,0.1043312231190012,0.3334125604359838,0.1224870986115364,0.5930000000000004,-0.5930000000000004,0.7446564762614186,0.656795881258548,0.1860805332917633,2,0.6465984411393388,2,0.6465984411393388,0.79,0.08155844155844223,0.0,0.0,-0.79,0.6562435202887902,0.442107025989633
16,Stan Wawrinka,Novak Djokovic,00:03:58,1,2,8,0,0,0,1,0,2,1,2,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.307,29.811,8,-1.3476836754740045,0,1,0,57,585,-0.0977747080697542,0.1907421737923321,0.0600866501740076,1.430733584340705,1.1715297331213308,0.388444444444445,-0.388444444444445,1.0889618089553017,0.9878505462291554,0.2816651027141751,1,0.623993922980421,2,0.623993922980421,0.25,0.0324590163934426,0.0,0.0,-0.25,0.6511263581438986,0.46823444250891616
16,Stan Wawrinka,Novak Djokovic,00:04:42,1,2,9,0,0,0,1,0,3,1,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.697,8.033,3,-1.5940658199732822,2,1,1,57,585,-0.5967696015419334,0.0921075057749334,0.030768859357148,-0.4673071709071614,-0.4288941193728409,-0.0839999999999998,0.0839999999999998,1.6681817855170964,1.537972899509926,0.3496397609320739,1,0.6610882801676891,2,0.6610882801676891,0.32000000000000006,0.10245901639344261,0.25,0.0,-0.07000000000000006,0.6595048131073776,0.4894867059087452
16,Stan Wawrinka,Novak Djokovic,00:05:19,1,2,10,0,0,0,1,1,3,1,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.474,6.935,1,0.2948639545211809,4,0,1,57,585,0.1518119685883034,0.0427906454396892,0.027922573784073,-0.706174228859675,-0.5095840537120181,-1.2304999999999997,1.2304999999999997,1.569358088400844,1.5250274532768102,0.2000115862741004,1,0.7235113577721355,2,0.7235113577721355,0.69,0.05310344827586206,0.4,0.0,-0.2899999999999999,0.6733797728387673,0.5078760126017474
