game_victor,set_victor,momentum_normalized_average
0,0,0.6164555729268589
0,0,0.6390371702618938
0,0,0.6445300145109712
0,0,0.638451991662605
1,0,0.6462178413594942
0,0,0.6533994685483332
0,0,0.6460868520938312
0,0,0.610358481558141
0,0,0.6167899310665598
0,0,0.5883613610163165
2,0,0.5952835755069523
0,0,0.6029454961660098
0,0,0.6097078382537221
0,0,0.6139004919134864
2,0,0.6182998527467511
0,0,0.6324122084532441
0,0,0.6367980584836238
0,0,0.6365856319946652
2,0,0.6355520337671909
0,0,0.607249489392682
0,0,0.5825030146841448
0,0,0.5627480307721442
0,0,0.5828752775923535
1,0,0.558364854783153
0,0,0.5802206019482381
0,0,0.581432172422483
0,0,0.559667096454984
0,0,0.5331877712048477
0,0,0.53421652260103
2,0,0.5326241924581281
0,0,0.5034487784675991
0,0,0.47885005324692304
0,0,0.4622576404980786
0,0,0.46347699014741056
1,0,0.46900937809595367
0,0,0.49384817991043567
0,0,0.5172926757715879
0,0,0.5167458810420881
0,0,0.540849247025384
2,0,0.5403516312558208
0,0,0.5358163307442375
0,0,0.5524845756481793
0,0,0.5740397759678666
0,0,0.5489302113472768
0,0,0.5278332400734729
2,2,0.5487167372304332
0,0,0.5507637849664726
0,0,0.547925883278427
0,0,0.5285114433399197
0,0,0.5312114058671984
2,0,0.5122793679960685
0,0,0.4903123460633777
0,0,0.4698061038778948
0,0,0.4498173082575212
0,0,0.4321270940403709
1,0,0.41338670729646293
0,0,0.39470967214860253
0,0,0.375718643839766
0,0,0.3773105667723827
2,0,0.3784101155080911
0,0,0.3766769326063111
0,0,0.3971891229139258
0,0,0.4158028361866346
0,0,0.437501747996854
0,0,0.45779283669788107
0,0,0.47254808340175075
0,0,0.4984275036301241
1,0,0.514872941061387
0,0,0.5115228832714407
0,0,0.5080978544457558
0,0,0.5092827260774188
0,0,0.5081662697651445
2,0,0.5048013569723386
0,0,0.5283170714087216
0,0,0.5485040632698486
0,0,0.546721960883736
0,0,0.5452502841360032
1,0,0.5476161599821882
0,0,0.5258698704787438
0,0,0.5032211470438174
0,0,0.48418530195768866
2,0,0.46281969844250886
0,0,0.4686871623851652
0,0,0.49222001812198063
0,0,0.5145041291023226
0,0,0.5337744911444866
0,0,0.5563174992074931
0,0,0.5832399501072305
0,0,0.5781903296973495
1,0,0.5778423409437962
0,0,0.5553212725990766
0,0,0.5352698130954398
0,0,0.5171231437996056
0,0,0.5138792040086269
2,0,0.5095709808427477
0,0,0.5313325818941967
0,0,0.5500838187294046
0,0,0.547731329866313
0,0,0.5454085394293143
0,0,0.5453234522480416
1,0,0.5502143104842595
0,0,0.5272933714381585
0,0,0.5028026805013348
0,0,0.48567147639825275
