game_victor,set_victor,momentum_normalized_average
0,0,0.12250565651423267
0,0,0.19561395776956586
0,0,0.23109350887197536
0,0,0.2698019666342747
0,0,0.2902610233113619
1,0,0.30515040208142086
0,0,0.28305882854189796
0,0,0.2876148422121632
0,0,0.29719196088134753
0,0,0.30094062349169615
0,0,0.3111497670247259
0,0,0.3088848422099448
0,0,0.3121102298979277
2,0,0.3097989133124804
0,0,0.34594418996816784
0,0,0.38930827370633825
0,0,0.4191286775834215
0,0,0.4470458734055872
0,0,0.46790156437284963
1,0,0.4862261909495044
0,0,0.4690121837226441
0,0,0.4834029581438373
0,0,0.4866219445072575
0,0,0.500427088448489
0,0,0.49700841184034983
0,0,0.4934139665624727
0,0,0.5011747032006216
0,0,0.5024452452423886
0,0,0.5134976859712718
0,0,0.4746455657449487
0,0,0.43995341232804047
0,0,0.41120708353782565
0,0,0.3892001033593639
1,0,0.3699220019967148
0,0,0.3734768126246779
0,0,0.38843430216606556
0,0,0.3877955633460221
0,0,0.3860112576370438
0,0,0.37050861475245245
2,0,0.3736357182116553
0,0,0.39500224715231175
0,0,0.4144308456363132
0,0,0.4375780473076953
0,0,0.42577854474749804
2,0,0.45251345351364486
0,0,0.45460537658990086
0,0,0.4645327538529223
0,0,0.47727445660146267
0,0,0.4776969044723304
0,0,0.4720251043615545
2,0,0.48788451835770963
0,0,0.48596863630880477
0,0,0.48467977292407644
0,0,0.4832428281678406
0,0,0.482312899189572
0,0,0.46194277999483113
1,0,0.4378326133212454
0,0,0.4403106805054925
0,0,0.44322261993037754
0,0,0.4396622380693319
0,0,0.4619751159221665
0,0,0.45295013777147203
0,0,0.44162943898037604
0,0,0.43908417237648867
0,0,0.4179984114616448
0,0,0.40143793492121754
2,0,0.4052847355646167
0,0,0.40466882652438063
0,0,0.4018635912521228
0,0,0.4080753310258916
0,0,0.40993068656776926
0,0,0.40971478576582826
0,0,0.3821441290715019
0,0,0.3868462811421277
0,0,0.3697160951041495
0,0,0.35037624177636967
2,2,0.34498098009651684
0,0,0.33217113018004274
