game_victor,set_victor,momentum_normalized_average
0,0,0.26903868322136065
0,0,0.3056687497087057
0,0,0.32743847752466265
0,0,0.33125735153578156
0,0,0.3487037828351192
2,0,0.352899351685241
0,0,0.40067324267549875
0,0,0.3822181564496398
0,0,0.3611605123353164
0,0,0.4013035997848341
0,0,0.4299853785585141
1,0,0.4442741712431381
0,0,0.4339582475303891
0,0,0.45381482280519186
0,0,0.4502990097257872
0,0,0.45868977333468625
0,0,0.4790105778715766
0,0,0.4761029574217233
0,0,0.4788833815995958
0,0,0.4779035768994515
0,0,0.49477158285599265
2,0,0.4908732533060025
0,0,0.4943997857500676
0,0,0.5003202924343241
0,0,0.4668395083759909
1,0,0.4426256873923847
0,0,0.44922551239487973
0,0,0.47548548420232506
0,0,0.4518908512258594
0,0,0.4516535502052367
2,0,0.4541845419024853
0,0,0.4276315222378077
0,0,0.4520323662633617
0,0,0.4763186781493475
0,0,0.4989347845058479
0,0,0.5067680443441754
0,0,0.5115021563296981
0,0,0.5414529496095069
0,0,0.5667079328630766
0,0,0.5914274912933526
1,0,0.6078907955315201
0,0,0.581719204380651
0,0,0.5555121859399311
0,0,0.5493181394842258
0,0,0.5385354969595267
2,0,0.520800222579773
0,0,0.515875437113593
0,0,0.4848209695564505
0,0,0.4521261125468532
1,0,0.4490033133881056
0,0,0.420511795774271
0,0,0.3937775742317456
0,0,0.3674769270360781
2,0,0.3519629361926384
0,0,0.35614722126984405
0,0,0.36268037729591723
0,0,0.3877720905416689
0,0,0.4154342024398202
0,0,0.44688561013206374
1,0,0.47879364797878804
0,0,0.4856539535286888
0,0,0.4932615824346696
0,0,0.5041259704501191
0,0,0.5077416307040584
0,0,0.4839692124713214
0,0,0.4848661797705029
0,0,0.507062703603352
2,0,0.5251941667705042
0,0,0.5429718596175018
0,0,0.5434686034341755
0,0,0.5151897653119025
0,0,0.4892977974760792
1,0,0.4558762325934828
0,0,0.4542485904555059
0,0,0.4331689120821114
0,0,0.439058814472611
0,0,0.4670538200862293
0,0,0.4888076070594793
0,0,0.4860296385975577
0,0,0.48196976625147037
0,0,0.4833132349897893
0,0,0.48706800364183245
0,0,0.4666484561020783
1,1,0.44223457694074064
0,0,0.41530857782932457
0,0,0.4188694063232078
0,0,0.4184496797476708
0,0,0.4141819567944794
0,0,0.37615644055552144
2,0,0.3646363253543054
0,0,0.3978275425261879
0,0,0.4005283480985832
0,0,0.40004498557758256
0,0,0.42448511238581216
0,0,0.44967849245268343
0,0,0.4663265719210838
0,0,0.4636870201128916
0,0,0.48286938250085326
0,0,0.5043936697967869
0,0,0.5234451292370953
0,0,0.5453657347009128
0,0,0.5670290190935972
0,0,0.6005131112157929
0,0,0.6306185429041239
0,0,0.6567427071317276
0,0,0.6445978546338953
0,0,0.6384781446703737
0,0,0.6299905811650212
0,0,0.6304633172422123
2,0,0.6351095415108657
0,0,0.643994232402881
0,0,0.6504593804534384
0,0,0.6561894711505811
1,0,0.6646172384303448
0,0,0.6758803152537723
0,0,0.6815598298076602
0,0,0.6892361978343072
0,0,0.689539089983469
0,0,0.6893141831704758
0,0,0.6873586063400932
0,0,0.6835384554346173
0,0,0.68496375496643
0,0,0.6895482043432047
0,0,0.6745028130711599
0,0,0.6652121097991913
0,0,0.6605075973996204
0,0,0.6534269518965602
2,0,0.64699732930674
0,0,0.6403488320137413
0,0,0.6366279734736945
0,0,0.6339934386116544
0,0,0.6408859063853657
1,0,0.6486683710374824
0,0,0.6621488964693878
0,0,0.6697823833601079
0,0,0.6753644028314921
0,0,0.6728292678093697
0,0,0.6719758378596059
2,0,0.6888495849707079
0,0,0.6959215067870692
0,0,0.6978168277401225
0,0,0.7015181711065843
0,0,0.7079097151813728
1,0,0.7102404599191668
0,0,0.7096956373933735
0,0,0.7106172519921198
0,0,0.7003678189237658
0,0,0.6946904611405224
0,0,0.6806719740374106
0,0,0.6720121685071173
0,0,0.667650582149906
1,0,0.6685181942074014
0,0,0.6819125437736825
0,0,0.6899572609184315
0,0,0.6890270155783574
0,0,0.6885153968182449
1,0,0.6867463356064226
0,0,0.6913986152955266
0,0,0.6923616920429176
0,0,0.6954010198015147
0,0,0.6937035105296319
0,0,0.6919593635664216
0,0,0.688259194770752
0,0,0.6916284407944826
1,1,0.6968344488519673
0,0,0.7104142200199923
0,0,0.7200018344050519
0,0,0.7133053175623127
1,0,0.7089008636659114
0,0,0.7093871428802009
0,0,0.7088671497528003
0,0,0.7081233362505991
0,0,0.6985902465575667
0,0,0.6912471731307535
0,0,0.6839446798973478
0,0,0.6807769046643231
1,0,0.6786387290617485
0,0,0.6942587457709564
0,0,0.7089154429705933
0,0,0.7094282757973154
1,0,0.6962761043704325
0,0,0.6970388021537548
0,0,0.6959782718554822
0,0,0.6957178997956742
2,0,0.6988919248173296
0,0,0.7054151956740121
0,0,0.7129660249883926
0,0,0.7198350647225322
0,0,0.7236632692833616
1,0,0.7271879552732128
0,0,0.7291992696952588
0,0,0.7306263827539955
0,0,0.717493252390675
0,0,0.6875653445754947
0,0,0.6692758197991405
2,0,0.6455806198452988
0,0,0.6400566418023653
0,0,0.6377918613331989
0,0,0.6367806495246527
1,0,0.6268330087440703
0,0,0.6244549640717146
0,0,0.6224338044240542
0,0,0.6167079765093177
0,0,0.6115998544688009
0,0,0.6054402766589704
0,0,0.6165704515658061
0,0,0.6291784810631529
0,0,0.6373121407389817
0,0,0.658835478986967
2,0,0.6830398235285859
0,0,0.7174886654344369
0,0,0.7178686844156001
0,0,0.7172635789167011
0,0,0.7129456874745619
1,1,0.7180720469725344
