game_victor,set_victor,momentum_normalized_average
0,0,0.9164349335604954
0,0,0.8666796912086262
0,0,0.8165827718611117
1,0,0.7824430439916137
0,0,0.7611730303655497
0,0,0.6823847522830183
0,0,0.6346342510685584
0,0,0.5924179261177259
2,0,0.5676432621086315
0,0,0.5821115046583545
0,0,0.594128253022607
0,0,0.6012420780299182
0,0,0.606378092251414
0,0,0.610024904558632
0,0,0.6139256575311157
0,0,0.6025154074879814
0,0,0.6009968544856394
0,0,0.6051657206664436
1,0,0.5840592553176374
0,0,0.5595467553508795
0,0,0.5608156704789029
0,0,0.5619588842556124
0,0,0.5685623740288166
0,0,0.5740753195760385
2,0,0.5519670323827419
0,0,0.5506747470455263
0,0,0.5523454827291711
0,0,0.5582303817834641
0,0,0.5574718901114366
0,0,0.5542833541332058
1,0,0.5519132279532571
0,0,0.5517938327269765
0,0,0.5448691515314416
0,0,0.565104141301345
0,0,0.5883998940011467
0,0,0.6127834900124165
2,0,0.6339127583485976
0,0,0.654459341901834
0,0,0.668251682276955
0,0,0.6896957227009666
0,0,0.6849841028764007
1,0,0.6830689901891862
0,0,0.652678760376206
0,0,0.6559390030617627
0,0,0.6581640497000997
0,0,0.6338664011872849
0,0,0.6055047051284682
1,0,0.5757445311763888
0,0,0.5841772943084289
0,0,0.5808426519935665
0,0,0.5782798662926117
1,1,0.5777626059529931
0,0,0.5773208320434172
0,0,0.5739092582418698
0,0,0.5684409066968825
2,0,0.5698725057420424
0,0,0.5712022918221672
0,0,0.5979330006998981
0,0,0.594640159217749
0,0,0.5961790126475875
0,0,0.6181880583091203
0,0,0.6414263731554011
0,0,0.6738210379551488
0,0,0.6669030259476308
0,0,0.6770687409577657
1,0,0.6761015201694761
0,0,0.6491676157692737
0,0,0.6253283509326181
0,0,0.5927652414585313
0,0,0.5609897764182257
0,0,0.576418185771926
0,0,0.5859862634021943
0,0,0.5491408184983083
1,0,0.5579179312154218
0,0,0.5652234901092965
0,0,0.564950092519475
0,0,0.5626685197384866
0,0,0.5572795034076096
0,0,0.5524150087961949
1,0,0.5464738482065538
0,0,0.5508330452223646
0,0,0.5769444637597211
0,0,0.5984396643280291
2,0,0.6278052422647298
0,0,0.6648617940972653
0,0,0.6481766210780547
0,0,0.6383630354172213
1,0,0.6779944305958904
0,0,0.6403945216635497
0,0,0.6385031619405627
0,0,0.6341721686729315
0,0,0.6153232089082509
0,0,0.6122940861640553
2,0,0.6146729812691079
0,0,0.6171946246615708
0,0,0.6169865847108601
0,0,0.6180777683013933
1,0,0.6227424870810443
0,0,0.6317280237552184
0,0,0.6311222605400425
0,0,0.635029784631195
0,0,0.6381565055217711
0,0,0.6334165139647779
1,1,0.6571714091123677
0,0,0.6497505783123432
0,0,0.6481925313126313
0,0,0.6593352994201112
1,0,0.6627814810721165
0,0,0.6691619535832489
0,0,0.6718889837015033
0,0,0.6726512704973161
0,0,0.6715979699159658
1,0,0.671712392382709
0,0,0.6411294100438104
0,0,0.611082272552813
0,0,0.6072429110395147
0,0,0.6055468380433469
0,0,0.5823160295152572
1,0,0.5645812255761492
0,0,0.5657313765972953
0,0,0.5704429669473676
0,0,0.5732265581154699
0,0,0.5780163905184779
0,0,0.5686111042214896
2,0,0.5581796308868536
0,0,0.5310365393963806
0,0,0.5068689261942613
0,0,0.4770387736738252
0,0,0.484611494500728
2,0,0.4932344303224042
0,0,0.5038186614103193
0,0,0.5018501626278222
0,0,0.5239258889471652
0,0,0.5475065567244338
0,0,0.5492162253923321
0,0,0.5444165950205618
0,0,0.5489868553240541
0,0,0.5463418031637701
0,0,0.5507307204146736
0,0,0.5556829982136462
0,0,0.5785607288632186
1,0,0.5954487764757638
0,0,0.5921321331175222
0,0,0.5911155852708391
0,0,0.5881431445002028
0,0,0.5604411330993926
2,0,0.533777506724554
0,0,0.5525420274613349
0,0,0.5627776212900125
0,0,0.5669201346909226
0,0,0.5779242520047957
0,0,0.5788848841703437
1,0,0.5757294062986962
0,0,0.5758989602398537
0,0,0.5666908575518156
0,0,0.5706284234240253
0,0,0.5778048884284501
0,0,0.6047003276168217
1,1,0.6264037318488458
