match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,set_id,game_id,critical_points_p1,faults_p1,points_diff,p1_ave_distance_run,p2_ave_distance_run,distance_diff_p1_p2,distance_diff_p2_p1,p1_distance_last_n,p2_distance_last_n,fatigue_p1,next_point_winner,momentum_km,momentum_km_idx,momentum_km_sig,next_point_p1_win_rate,momentum_km_np,p1_cur_win_rate_as_server,p1_cur_win_rate_as_receiver,momentum_rf,momentum_normalized,momentum_normalized_average
28,Andrey Rublev,Novak Djokovic,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.008,5.212,1,-0.2800277159771338,4,0,0,102,1047,2.1902414787829683,-0.3380142351787661,0.999999840305011,-0.4442579450234408,-0.6362040508581039,1.3979999999999997,-1.3979999999999997,-0.9627907869863144,-0.990231371678872,-0.020224532382828,1,2.035901794699926,1,-2.035901794699926,0.19999999999999996,0.013804347826086765,0.0,0.0,-0.19999999999999996,0.1154846962209279,0.1154846962209279
28,Andrey Rublev,Novak Djokovic,00:00:31,1,1,2,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.804,13.208,4,-0.6085372419761709,1,1,0,103,1048,0.3246903246941324,-0.1916091607134878,0.9998249038158852,0.0594158141590855,-0.0485931993316369,0.3191999999999999,-0.3191999999999999,-1.2757523386370009,-1.3296207760050467,0.3360429179739968,2,0.7686392433671354,0,-0.7686392433671354,0.74,0.05761904761904716,0.0,0.5,-0.24,0.3167735387318771,0.21612911747640248
28,Andrey Rublev,Novak Djokovic,00:01:15,1,1,3,0,0,0,0,1,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0.587,1,1.0340103880190143,3,1,0,103,1048,0.3246552125397221,-0.0940107076566903,0.9859363729567544,-0.9697210045590664,-0.9760865156292282,0.1655,-0.1655,-0.9089437785274888,-0.9836699811223614,0.3314416399192735,1,0.7531742206604112,0,-0.7531742206604112,0.32000000000000006,0.10619565217391316,0.0,0.3333333333333333,0.013333333333333253,0.3201300477660749,0.2507960942396266
28,Andrey Rublev,Novak Djokovic,00:01:38,1,1,4,0,0,0,0,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.413,32.779,6,-2.0868301089718377,0,1,1,103,1048,-0.0941898304083578,-0.0452117563149083,0.8641271029909058,1.5127028570976018,1.389642415378779,0.2334285714285711,-0.2334285714285711,-0.9006390160288639,-0.986862008960664,0.2555876027699903,2,0.55139801339613,0,-0.55139801339613,0.97,0.09048192771084344,0.0,0.5,-0.47,0.36554012006053166,0.2794821006948529
28,Andrey Rublev,Novak Djokovic,00:02:39,1,1,5,0,0,0,0,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.832,2.376,1,-0.033645571477856,4,1,1,103,1048,0.0200414967774008,-0.0452056940903418,0.710949502625004,-0.7537549459572591,-0.8446163038507328,0.728,-0.728,-0.0645964916601342,-0.1688162079557123,0.2176938804888528,2,0.6181892310445224,0,-0.6181892310445224,0.97,0.09048192771084344,0.0,0.4,-0.57,0.3501933944952851,0.2936243594549393
28,Andrey Rublev,Novak Djokovic,00:03:03,1,1,6,0,0,0,0,2,3,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.453,73.784,19,-2.004702727472078,4,1,0,103,1048,-0.284549654500061,0.0035867070839059,0.389360766050778,4.406084781536364,4.403021976014444,-0.0165500000000005,0.0165500000000005,-0.2378058571780479,-0.4467590763945649,0.3818714192154521,1,0.4503444512825465,0,-0.4503444512825465,0.33000000000000007,0.1161956521739132,0.0,0.3333333333333333,0.0033333333333332438,0.3892788727938472,0.3095667783447573
28,Andrey Rublev,Novak Djokovic,00:05:15,1,2,7,0,0,0,1,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,8.25,1,-0.2800277159771338,4,0,0,103,1048,-0.0180046082347098,0.0035862265520309,0.299432857526027,-0.7671694471950516,-0.4129472015662822,-2.2995,2.2995,1.710241389139164,1.57994215442094,0.2541114367209175,2,0.7579222394741304,0,0.7579222394741304,0.8899999999999999,0.010481927710836168,1.0,0.0,0.1100000000000001,0.6809024596086494,0.36261473281102763
28,Andrey Rublev,Novak Djokovic,00:05:35,1,2,8,0,0,0,1,1,0,1,2,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.279,53.489,12,-2.251084871971356,4,1,0,103,1049,-0.0941500378107015,0.003585746084539,0.299432857526027,1.7992247454142072,2.911580976548505,-1.1699999999999997,1.1699999999999997,1.378259252410982,1.4334044319922044,-0.4288277821970018,2,0.5813579522941931,1,0.5813579522941931,0.8999999999999999,0.020481927710841726,0.5,0.0,-0.3999999999999999,0.6413798112467116,0.3974603676154881
28,Andrey Rublev,Novak Djokovic,00:06:30,1,2,9,0,0,0,1,1,1,1,1,2,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.953,28.995,10,1.1161377695187735,1,1,1,103,1049,-0.0179928715299014,0.2963015539137998,0.259225100817846,1.3303842214900363,1.111563443120631,0.2689090909090907,-0.2689090909090907,2.490353272880954,2.996966068120679,-0.8220007225739344,1,0.6294427826316252,1,0.6294427826316252,0.22999999999999998,0.016195652173913083,0.3333333333333333,0.0,0.10333333333333333,0.6523631041128736,0.42578289389297536
28,Andrey Rublev,Novak Djokovic,00:07:13,1,2,10,0,0,0,1,1,2,1,2,1,4,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41.102,37.596,11,-1.6761932014730414,2,1,1,103,1049,-0.4748675923091408,0.1986892449969478,0.1750862681640398,2.008446496763864,1.7436345954441852,0.2921666666666667,-0.2921666666666667,2.4171284852586714,2.885126870526824,-0.4872065871227661,1,0.9355960767565981,1,0.9355960767565981,0.55,0.13238095238095213,0.5,0.0,-0.050000000000000044,0.7182092277081824,0.4550255272744961
28,Andrey Rublev,Novak Djokovic,00:08:10,1,2,11,0,0,0,1,2,2,1,1,1,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.848,1,1.0340103880190143,3,1,0,103,1049,0.3627884293756657,0.1010907057337155,0.1750862681640397,-0.9629025840404094,-0.956906121401063,0.081,-0.081,3.526513783910095,3.926082615573227,-0.2316737434418259,1,0.4339444103236204,1,0.4339444103236204,0.07000000000000006,0.1438043478260868,0.6,0.0,0.5299999999999999,0.606815162798292,0.4688245850493866
28,Andrey Rublev,Novak Djokovic,00:08:34,1,2,12,0,0,0,1,3,2,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,7.35,1,1.52677467701757,4,1,0,103,1049,1.4285990657261476,0.0522912577943611,0.2404890830508888,-0.6170159692515851,-0.4790864920082307,-0.8365,0.8365,1.3701628531291683,1.7703998154396512,-0.2296179319183891,2,1.1152128702855162,1,1.1152128702855162,0.74,0.05761904761904716,0.6666666666666666,0.0,-0.07333333333333336,0.7530996737728971,0.4925141757763458
28,Andrey Rublev,Novak Djokovic,00:09:11,1,3,13,0,0,1,1,0,0,2,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.366,18.752,5,-1.9225753459723192,1,1,1,103,1049,0.8955066766480307,0.0522842416057399,0.3429895373265011,0.9904266680217836,0.3588248297907657,1.4356666666666666,-1.4356666666666666,1.4304691213091465,1.7437995834537974,-0.4249077553701419,1,0.8837873342834798,1,0.8837873342834798,0.33000000000000007,0.1161956521739132,0.0,0.2857142857142857,-0.04428571428571437,0.7076064345919408,0.5090597341467762
28,Andrey Rublev,Novak Djokovic,00:09:54,1,3,14,0,0,1,1,0,1,2,2,1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.225,6.206,0,-1.6388135585900138e-16,1,0,1,103,1050,0.4005342571281248,0.0034913626194616,0.3429895373265012,-0.3540620996842509,-0.5631568789699963,3.0189999999999992,-3.0189999999999992,1.105630866300212,0.7171192962398009,0.1785106283346787,2,0.8749044094278701,0,-0.8749044094278701,0.8899999999999999,0.010481927710836168,0.0,0.375,-0.5149999999999999,0.29423482217685804,0.4937150975774963
28,Andrey Rublev,Novak Djokovic,00:11:09,1,3,15,0,0,1,1,1,1,2,2,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,0.838,1,-0.6085372419761709,2,1,0,103,1050,0.286286659773976,-0.5819260550895466,0.41338242108267,-0.9385934326260672,-0.9576410024059736,0.25,-0.25,0.4291052674875053,0.0435718665446697,0.9726231903063508,2,0.9406402120538875,0,0.9406402120538875,0.8400000000000001,0.039518072289155076,0.0,0.3333333333333333,-0.5066666666666668,0.7192289591263593,0.5087493550140871
28,Andrey Rublev,Novak Djokovic,00:11:50,1,3,16,0,0,1,1,1,2,2,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372,3.732,1,0.9518830065192552,4,0,0,103,1050,0.1720512512312784,-0.3867057052311811,0.389360766050778,-0.6396205155362629,-0.7449664395848637,0.8199999999999998,-0.8199999999999998,-0.7545168686964292,-1.042840719384227,0.7662630062101553,2,0.6979057776402545,0,0.6979057776402545,0.79,0.08951807228915674,0.0,0.3,-0.49000000000000005,0.667723292681061,0.5455652614447628
